candidate_id,Name,Skills,Experience,Education,Recommendation,Score,Matched Skills,Missing Skills,Behavior Score,Location,Reasoning
CAND_0088025,Candidate 0088025,"Pinecone, QLoRA, LLMs, Hugging Face Transformers, RAG, SAP, TensorFlow, LoRA, Flask, Prompt Engineering, BM25, Elasticsearch, MLOps, pgvector, Learning to Rank, Deep Learning, Python, NLP, YOLO",8.6 Years,Ph.D in Data Science at COEP Pune,Consider,70.7%,"Python, Machine Learning, NLP, TensorFlow, RAG","Docker, SQL, NoSQL, REST API, Git",82.7%,"Jaipur, Rajasthan, India","Matched [Python, Machine Learning, NLP] | Missing [Docker, SQL, NoSQL] | 8.6 years experience | Platform engagement: High (GitHub: 75%) | Location: Willing to Relocate | Final Score: 70.7%"
CAND_0058300,Candidate 0058300,"MLflow, Python, PowerPoint, scikit-learn, Docker, MongoDB, Time Series, Computer Vision, TTS, BentoML, Reinforcement Learning, Vector Search, Machine Learning, ASR, Haystack, OpenSearch, Kubernetes, Kubeflow",4.5 Years,B.E. in Computer Science at SRM Chennai,Consider,64.0%,"Python, Machine Learning, Docker","NLP, TensorFlow, SQL, NoSQL, RAG, REST API, Git",63.8%,"Kolkata, West Bengal, India","Matched [Python, Machine Learning, Docker] | Missing [NLP, TensorFlow, SQL] | 4.5 years experience | Platform engagement: Medium | Location: Willing to Relocate | Final Score: 64.0%"
CAND_0089546,Candidate 0089546,"Recommendation Systems, Reinforcement Learning, TensorFlow, LoRA, YOLO, QLoRA, PyTorch, Prompt Engineering, Kubeflow, BM25, NLP, Qdrant, Forecasting",4.8 Years,B.Tech in Computer Science at IIT Roorkee,Consider,64.0%,"NLP, TensorFlow","Python, Machine Learning, Docker, SQL, NoSQL, RAG, REST API, Git",64.7%,"Bangalore, Karnataka, India","Matched [NLP, TensorFlow] | Missing [Python, Machine Learning, Docker] | 4.8 years experience | Platform engagement: Medium (GitHub: 46%) | Location: Willing to Relocate | Final Score: 64.0%"
CAND_0089889,Candidate 0089889,"PyTorch, Pinecone, Photoshop, MLOps, Forecasting, Diffusion Models, Python, Kubernetes, NLP, Learning to Rank, MLflow, BentoML, scikit-learn, Data Science, TensorFlow, Computer Vision, Feature Engineering, QLoRA",4.3 Years,M.S. in Data Science at IIT Roorkee; B.Sc in Data Science at RV College of Engineering,Consider,63.9%,"Python, NLP, TensorFlow","Machine Learning, Docker, SQL, NoSQL, RAG, REST API, Git",60.8%,"Hyderabad, Telangana, India","Matched [Python, NLP, TensorFlow] | Missing [Machine Learning, Docker, SQL] | 4.3 years experience | Platform engagement: Medium | Location: Willing to Relocate | Final Score: 63.9%"
CAND_0092245,Candidate 0092245,"LlamaIndex, Forecasting, Embeddings, Statistical Modeling, Kafka, RAG, Hugging Face Transformers, GANs, Content Writing, Airflow, FAISS, Data Science, Qdrant, Elasticsearch, Fine-tuning LLMs, Vector Search, NLP",4.1 Years,B.Sc in Information Technology at IIT Delhi,Consider,63.9%,"NLP, RAG","Python, Machine Learning, TensorFlow, Docker, SQL, NoSQL, REST API, Git",58.1%,"Coimbatore, Tamil Nadu, India","Matched [NLP, RAG] | Missing [Python, Machine Learning, TensorFlow] | 4.1 years experience | Platform engagement: Medium | Location: Willing to Relocate | Final Score: 63.9%"
CAND_0042370,Candidate 0042370,"TensorFlow, Qdrant, LangChain, Embeddings, Computer Vision, Object Detection, YOLO, scikit-learn, MLOps, PEFT, Hugging Face Transformers, Weights & Biases, ASR, Haystack, SQL",3.3 Years,M.S. in Artificial Intelligence at Thapar University; Ph.D in Information Technology at IIIT Bangalore,Consider,63.9%,"TensorFlow, SQL, NoSQL","Python, Machine Learning, NLP, Docker, RAG, REST API, Git",64.1%,"Gurgaon, Haryana, India","Matched [TensorFlow, SQL, NoSQL] | Missing [Python, Machine Learning, NLP] | 3.3 years experience | Platform engagement: Medium (GitHub: 40%) | Location: Willing to Relocate | Final Score: 63.9%"
CAND_0096425,Candidate 0096425,"TensorFlow, SQL, Webpack, Computer Vision, Object Detection, Scrum, Figma, Agile, Embeddings, PowerPoint, Hadoop",4.0 Years,B.Sc in Machine Learning at Chandigarh University; Ph.D in Computer Science at SRM University,Consider,63.9%,"TensorFlow, SQL, NoSQL","Python, Machine Learning, NLP, Docker, RAG, REST API, Git",59.6%,"London, UK","Matched [TensorFlow, SQL, NoSQL] | Missing [Python, Machine Learning, NLP] | 4.0 years experience | Platform engagement: Medium | Location: Willing to Relocate | Final Score: 63.9%"
CAND_0020991,Candidate 0020991,"QLoRA, Statistical Modeling, Six Sigma, Python, Computer Vision, Rust, Speech Recognition, scikit-learn, Vue.js, LoRA, Weaviate, Tally, OpenSearch, Semantic Search, Forecasting",4.9 Years,M.S. in Computer Science at Christ University; M.S. in Data Science at IIT Delhi,Consider,63.9%,Python,"Machine Learning, NLP, TensorFlow, Docker, SQL, NoSQL, RAG, REST API, Git",79.5%,"Vizag, Andhra Pradesh, India","Matched [Python] | Missing [Machine Learning, NLP, TensorFlow] | 4.9 years experience | Platform engagement: High (GitHub: 65%) | Location: Willing to Relocate | Final Score: 63.9%"
CAND_0006567,Candidate 0006567,"Speech Recognition, scikit-learn, Search Backend, Model Adaptation, Vector Representations, BM25, Workflow Orchestration, GANs, NLP, Kubernetes, Python, Ranking Systems, Text Encoders, Data Science, Feature Engineering, Search & Discovery, Prompt Engineering, Haystack, Content Matching, Recommendation Systems",7.9 Years,B.Sc in Machine Learning at IIT Bombay,Consider,63.9%,"Python, NLP","Machine Learning, TensorFlow, Docker, SQL, NoSQL, RAG, REST API, Git",71.1%,"Noida, Uttar Pradesh, India","Matched [Python, NLP] | Missing [Machine Learning, TensorFlow, Docker] | 7.9 years experience | Platform engagement: Medium (GitHub: 35%) | Location: Willing to Relocate | Final Score: 63.9%"
CAND_0067183,Candidate 0067183,"NLP, MLOps, BentoML, Illustrator, TensorFlow, Reinforcement Learning, RAG, TTS, Speech Recognition, gRPC, Apache Flink, Computer Vision, Deep Learning, Information Retrieval",6.1 Years,M.Tech in Statistics at Bharati Vidyapeeth; M.E. in Civil Engineering at Lovely Professional University,Consider,63.9%,"Machine Learning, NLP, TensorFlow, RAG","Python, Docker, SQL, NoSQL, REST API, Git",60.3%,"Vizag, Andhra Pradesh, India","Matched [Machine Learning, NLP, TensorFlow] | Missing [Python, Docker, SQL] | 6.1 years experience | Platform engagement: Medium (GitHub: 18%) | Location: Willing to Relocate | Final Score: 63.9%"
CAND_0013613,Candidate 0013613,"Speech Recognition, LoRA, Computer Vision, TensorFlow, Object Detection, Weaviate, Statistical Modeling, MLflow, Sentence Transformers, scikit-learn, Fine-tuning LLMs, CNN, Machine Learning, GCP",4.7 Years,B.Sc in Computer Engineering at Symbiosis International,Consider,63.9%,"Machine Learning, TensorFlow","Python, NLP, Docker, SQL, NoSQL, RAG, REST API, Git",76.9%,"Singapore, Singapore","Matched [Machine Learning, TensorFlow] | Missing [Python, NLP, Docker] | 4.7 years experience | Platform engagement: High (GitHub: 67%) | Location: Willing to Relocate | Final Score: 63.9%"
CAND_0050108,Candidate 0050108,"Image Classification, Object Detection, Azure, Salesforce CRM, Kafka, Microservices, Hadoop, RAG, REST APIs, Airflow, FAISS, Terraform, GCP, Docker",4.4 Years,M.Tech in Data Science at KIIT University; M.S. in Data Science at Chandigarh University,Consider,63.9%,"Docker, RAG, REST API","Python, Machine Learning, NLP, TensorFlow, SQL, NoSQL, Git",52.2%,"Kochi, Kerala, India","Matched [Docker, RAG, REST API] | Missing [Python, Machine Learning, NLP] | 4.4 years experience | Platform engagement: Medium (GitHub: 52%) | Location: Willing to Relocate | Final Score: 63.9%"
CAND_0079284,Candidate 0079284,"Recommendation Systems, scikit-learn, QLoRA, LlamaIndex, Illustrator, Project Management, Qdrant, ASR, Terraform, Feature Engineering, Weights & Biases, Fine-tuning LLMs, Elasticsearch, NLP, Machine Learning",4.9 Years,M.S. in Computer Science at IIT Roorkee,Consider,63.8%,"Machine Learning, NLP","Python, TensorFlow, Docker, SQL, NoSQL, RAG, REST API, Git",62.4%,"Hyderabad, Telangana, India","Matched [Machine Learning, NLP] | Missing [Python, TensorFlow, Docker] | 4.9 years experience | Platform engagement: Medium | Location: Willing to Relocate | Final Score: 63.8%"
CAND_0006066,Candidate 0006066,"Image Classification, Figma, REST APIs, NLP, SEO, Computer Vision, Sentence Transformers, Excel, Fine-tuning LLMs, PowerPoint, Weights & Biases, SQL, Machine Learning, Rust",4.3 Years,B.Tech in Mathematics at Local Engineering College; M.S. in Electronics at Thapar University,Consider,63.8%,"Machine Learning, NLP, SQL, NoSQL, REST API","Python, TensorFlow, Docker, RAG, Git",60.7%,"Austin, USA","Matched [Machine Learning, NLP, SQL] | Missing [Python, TensorFlow, Docker] | 4.3 years experience | Platform engagement: Medium (GitHub: 9%) | Location: Willing to Relocate | Final Score: 63.8%"
CAND_0098846,Candidate 0098846,"YOLO, Kubeflow, Hugging Face Transformers, Hadoop, PEFT, QLoRA, Machine Learning, MLOps, Qdrant, Haystack, LlamaIndex, TensorFlow, Recommendation Systems, Speech Recognition, Photoshop, Azure, BentoML, TTS",7.6 Years,Ph.D in Machine Learning at IIT Kanpur,Consider,63.8%,"Machine Learning, TensorFlow","Python, NLP, Docker, SQL, NoSQL, RAG, REST API, Git",70.2%,"Indore, Madhya Pradesh, India","Matched [Machine Learning, TensorFlow] | Missing [Python, NLP, Docker] | 7.6 years experience | Platform engagement: Medium (GitHub: 86%) | Location: Willing to Relocate | Final Score: 63.8%"
CAND_0032532,Candidate 0032532,"REST APIs, ASR, MongoDB, RAG, Vector Search, pgvector, PowerPoint, Next.js, OpenCV, TTS, SQL, Statistical Modeling, NLP, MLflow, CNN, Vue.js, SAP, YOLO",6.7 Years,M.Tech in Computer Engineering at Anna University; B.Tech in Data Science at Bharati Vidyapeeth,Consider,63.8%,"NLP, SQL, NoSQL, RAG, REST API","Python, Machine Learning, TensorFlow, Docker, Git",61.3%,"Kochi, Kerala, India","Matched [NLP, SQL, NoSQL] | Missing [Python, Machine Learning, TensorFlow] | 6.7 years experience | Platform engagement: Medium (GitHub: 45%) | Location: Willing to Relocate | Final Score: 63.8%"
CAND_0018181,Candidate 0018181,"Tailwind, REST APIs, Flask, GraphQL, RAG, Tally, MLflow, Kubeflow, dbt, Accounting, GANs, CI/CD, SQL",5.7 Years,M.Tech in Electronics at Chandigarh University; B.Sc in Civil Engineering at SRM University,Consider,63.8%,"SQL, NoSQL, RAG, REST API","Python, Machine Learning, NLP, TensorFlow, Docker, Git",60.4%,"Indore, Madhya Pradesh, India","Matched [SQL, NoSQL, RAG] | Missing [Python, Machine Learning, NLP] | 5.7 years experience | Platform engagement: Medium (GitHub: 56%) | Location: Willing to Relocate | Final Score: 63.8%"
